factuurnummer,klantnummer,factuurdatum,bedrag_incl_btw,journaal_id,businesslijn,transactienummer
VK001745,C10014,2016-04-29,9388.39,70,Verkoopboek ordermanagement,16927
VK001746,C10022,2016-04-29,179.08,70,Verkoopboek ordermanagement,16929
VK001747,C10049,2016-04-29,3877.87,70,Verkoopboek ordermanagement,16931
VK001748,C10052,2016-04-29,1929.95,70,Verkoopboek ordermanagement,16933
VK001749,C10063,2016-04-29,92.95,70,Verkoopboek ordermanagement,16935
VK001750,C10066,2016-04-29,1949.31,70,Verkoopboek ordermanagement,16936
VK001751,C10005,2016-04-29,428.34,70,Verkoopboek ordermanagement,16938
VK001752,C10073,2016-04-29,617.1,70,Verkoopboek ordermanagement,16940
VK001753,C10076,2016-04-29,539.66,70,Verkoopboek ordermanagement,16941
VK001754,C10087,2016-04-29,309.86,70,Verkoopboek ordermanagement,16943
VK001755,C10090,2016-04-29,6310.15,70,Verkoopboek ordermanagement,16945
VK001756,C10096,2016-04-29,1805.78,70,Verkoopboek ordermanagement,16947
VK001757,C10097,2016-04-29,4177.04,70,Verkoopboek ordermanagement,16949
VK001758,C10101,2016-04-29,1566.95,70,Verkoopboek ordermanagement,16951
VK001759,C10110,2016-04-29,779.24,70,Verkoopboek ordermanagement,16953
VK001760,C10119,2016-04-29,61.71,70,Verkoopboek ordermanagement,16955
VK001761,C10135,2016-04-29,2193.73,70,Verkoopboek ordermanagement,16957
VK001762,C10139,2016-04-29,104.06,70,Verkoopboek ordermanagement,16959
VK001763,C10141,2016-04-29,8337.51,70,Verkoopboek ordermanagement,16961
VK001764,C10158,2016-04-29,998.25,70,Verkoopboek ordermanagement,16963
VK001765,C10162,2016-04-29,1742.4,70,Verkoopboek ordermanagement,16965
VK001766,C10017,2016-05-06,464.64,70,Verkoopboek ordermanagement,17495
VK001767,C10018,2016-05-06,304.92,70,Verkoopboek ordermanagement,17497
VK001768,C10031,2016-05-06,280.72,70,Verkoopboek ordermanagement,17499
VK001769,C10034,2016-05-06,119.79,70,Verkoopboek ordermanagement,17501
VK001770,C10039,2016-05-06,447.7,70,Verkoopboek ordermanagement,17503
VK001771,C10041,2016-05-06,1447.16,70,Verkoopboek ordermanagement,17505
VK001772,C10042,2016-05-06,303.71,70,Verkoopboek ordermanagement,17507
VK001773,C10045,2016-05-06,50.82,70,Verkoopboek ordermanagement,17509
VK001774,C10067,2016-05-06,7598.8,70,Verkoopboek ordermanagement,17511
VK001775,C10070,2016-05-06,435.6,70,Verkoopboek ordermanagement,17513
VK001776,C10071,2016-05-06,284.35,70,Verkoopboek ordermanagement,17515
VK001777,C10072,2016-05-06,793.3,70,Verkoopboek ordermanagement,17517
VK001778,C10079,2016-05-06,853.05,70,Verkoopboek ordermanagement,17519
VK001779,C10082,2016-05-06,4325.75,70,Verkoopboek ordermanagement,17521
VK001780,C10087,2016-05-06,145.2,70,Verkoopboek ordermanagement,17523
VK001781,C10096,2016-05-06,9.68,70,Verkoopboek ordermanagement,17525
VK001782,C10097,2016-05-06,1936,70,Verkoopboek ordermanagement,17527
VK001783,C10107,2016-05-06,701.8,70,Verkoopboek ordermanagement,17529
VK001784,C10108,2016-05-06,152.46,70,Verkoopboek ordermanagement,17531
VK001785,C10109,2016-05-06,525.14,70,Verkoopboek ordermanagement,17533
VK001786,C10136,2016-05-06,169.4,70,Verkoopboek ordermanagement,17535
VK001787,C10147,2016-05-06,5.99,70,Verkoopboek ordermanagement,17537
VK001788,C10155,2016-05-06,2202.2,70,Verkoopboek ordermanagement,17538
VK001789,C10170,2016-05-06,317.63,70,Verkoopboek ordermanagement,17540
VK001790,C10174,2016-05-06,3789.72,70,Verkoopboek ordermanagement,17542
VK001791,C10050,2016-05-13,4340.27,70,Verkoopboek ordermanagement,17544
VK001792,C10185,2016-05-13,284.35,70,Verkoopboek ordermanagement,17546
VK001793,C10009,2016-05-13,119.79,70,Verkoopboek ordermanagement,17548
VK001794,C10020,2016-05-13,756.25,70,Verkoopboek ordermanagement,17550
VK001795,C10023,2016-05-13,4963.42,70,Verkoopboek ordermanagement,17552
VK001796,C10026,2016-05-13,4343.9,70,Verkoopboek ordermanagement,17554
VK001797,C10053,2016-05-13,10828.86,70,Verkoopboek ordermanagement,17556
VK001798,C10059,2016-05-13,3121.8,70,Verkoopboek ordermanagement,17558
VK001799,C10071,2016-05-13,561.44,70,Verkoopboek ordermanagement,17560
VK001800,C10075,2016-05-13,164.56,70,Verkoopboek ordermanagement,17562
VK001801,C10080,2016-05-13,5069.9,70,Verkoopboek ordermanagement,17564
VK001802,C10084,2016-05-13,2896.74,70,Verkoopboek ordermanagement,17566
VK001803,C10093,2016-05-13,3983.32,70,Verkoopboek ordermanagement,17568
VK001804,C10096,2016-05-13,35.94,70,Verkoopboek ordermanagement,17570
VK001805,C10097,2016-05-13,1529.33,70,Verkoopboek ordermanagement,17571
VK001806,C10104,2016-05-13,2061.84,70,Verkoopboek ordermanagement,17573
VK001807,C10107,2016-05-13,17.97,70,Verkoopboek ordermanagement,17575
VK001808,C10108,2016-05-13,1052.7,70,Verkoopboek ordermanagement,17576
VK001809,C10111,2016-05-13,72.6,70,Verkoopboek ordermanagement,17578
VK001810,C10137,2016-05-13,11.98,70,Verkoopboek ordermanagement,17580
VK001811,C10146,2016-05-13,206.67,70,Verkoopboek ordermanagement,17581
VK001812,C10176,2016-05-13,701.8,70,Verkoopboek ordermanagement,17582
VK001813,C10002,2016-05-20,421.08,70,Verkoopboek ordermanagement,17584
VK001814,C10088,2016-05-20,6645.32,70,Verkoopboek ordermanagement,17586
VK001815,C10122,2016-05-20,7984.79,70,Verkoopboek ordermanagement,17588
VK001816,C10126,2016-05-20,2413.95,70,Verkoopboek ordermanagement,17590
VK001817,C10128,2016-05-20,199.65,70,Verkoopboek ordermanagement,17592
VK001818,C10129,2016-05-20,143.99,70,Verkoopboek ordermanagement,17594
VK001819,C10135,2016-05-20,7201.92,70,Verkoopboek ordermanagement,17596
VK001820,C10147,2016-05-20,2413.95,70,Verkoopboek ordermanagement,17598
VK001821,C10154,2016-05-20,2299,70,Verkoopboek ordermanagement,17600
VK001822,C10159,2016-05-20,2896.74,70,Verkoopboek ordermanagement,17602
VK001823,C10161,2016-05-20,135.52,70,Verkoopboek ordermanagement,17604
VK001824,C10172,2016-05-20,471.9,70,Verkoopboek ordermanagement,17606
VK001825,C10173,2016-05-20,6383.96,70,Verkoopboek ordermanagement,17608
VK001826,C10178,2016-05-20,718.74,70,Verkoopboek ordermanagement,17610
VK001827,C10182,2016-05-20,3191.98,70,Verkoopboek ordermanagement,17612
VK001828,C10008,2016-05-27,400.51,70,Verkoopboek ordermanagement,17614
VK001829,C10025,2016-05-27,2059.99,70,Verkoopboek ordermanagement,17616
VK001830,C10029,2016-05-27,123.42,70,Verkoopboek ordermanagement,17618
VK001831,C10030,2016-05-27,193.48,70,Verkoopboek ordermanagement,17620
VK001832,C10045,2016-05-27,484,70,Verkoopboek ordermanagement,17621
VK001833,C10048,2016-05-27,179.06,70,Verkoopboek ordermanagement,17623
VK001834,C10054,2016-05-27,416.24,70,Verkoopboek ordermanagement,17625
VK001835,C10066,2016-05-27,886.93,70,Verkoopboek ordermanagement,17627
VK001836,C10077,2016-05-27,174.24,70,Verkoopboek ordermanagement,17629
VK001837,C10083,2016-05-27,453.75,70,Verkoopboek ordermanagement,17631
VK001838,C10089,2016-05-27,208.12,70,Verkoopboek ordermanagement,17633
VK001839,C10091,2016-05-27,479.16,70,Verkoopboek ordermanagement,17635
VK001840,C10099,2016-05-27,5947.15,70,Verkoopboek ordermanagement,17637
VK001841,C10116,2016-05-27,3630,70,Verkoopboek ordermanagement,17639
VK001842,C10134,2016-05-27,2535.19,70,Verkoopboek ordermanagement,17641
VK001843,C10140,2016-05-27,10.89,70,Verkoopboek ordermanagement,17643
VK001844,C10142,2016-05-27,1029.71,70,Verkoopboek ordermanagement,17645
VK001845,C10162,2016-05-27,154.88,70,Verkoopboek ordermanagement,17647
VK001846,C10171,2016-05-27,9262.55,70,Verkoopboek ordermanagement,17649
VK001847,C10177,2016-05-27,263.18,70,Verkoopboek ordermanagement,17651
VK001848,C10068,2016-06-03,972.84,70,Verkoopboek ordermanagement,18330
VK001849,C10186,2016-06-03,223.85,70,Verkoopboek ordermanagement,18332
VK001850,C10011,2016-06-03,309.76,70,Verkoopboek ordermanagement,18334
VK001851,C10017,2016-06-03,547.28,70,Verkoopboek ordermanagement,18336
VK001852,C10019,2016-06-03,1899.7,70,Verkoopboek ordermanagement,18337
VK001853,C10022,2016-06-03,8179.6,70,Verkoopboek ordermanagement,18339
VK001854,C10026,2016-06-03,179.08,70,Verkoopboek ordermanagement,18340
VK001855,C10027,2016-06-03,284.35,70,Verkoopboek ordermanagement,18342
VK001856,C10034,2016-06-03,54.45,70,Verkoopboek ordermanagement,18344
VK001857,C10035,2016-06-03,958.32,70,Verkoopboek ordermanagement,18346
VK001858,C10052,2016-06-03,152.46,70,Verkoopboek ordermanagement,18348
VK001859,C10055,2016-06-03,2002.55,70,Verkoopboek ordermanagement,18350
VK001860,C10059,2016-06-03,12623.93,70,Verkoopboek ordermanagement,18352
VK001861,C10070,2016-06-03,1361.25,70,Verkoopboek ordermanagement,18354
VK001862,C10085,2016-06-03,1742.4,70,Verkoopboek ordermanagement,18356
VK001863,C10090,2016-06-03,1707.55,70,Verkoopboek ordermanagement,18358
VK001864,C10092,2016-06-03,741.13,70,Verkoopboek ordermanagement,18360
VK001865,C10095,2016-06-03,3607.2,70,Verkoopboek ordermanagement,18362
VK001866,C10097,2016-06-03,6388.8,70,Verkoopboek ordermanagement,18364
VK001867,C10106,2016-06-03,21.78,70,Verkoopboek ordermanagement,18366
VK001868,C10109,2016-06-03,1838.72,70,Verkoopboek ordermanagement,18368
VK001869,C10110,2016-06-03,588.06,70,Verkoopboek ordermanagement,18370
VK001870,C10110,2016-06-03,2896.74,70,Verkoopboek ordermanagement,18372
VK001871,C10123,2016-06-03,539.96,70,Verkoopboek ordermanagement,18374
VK001872,C10127,2016-06-03,98.59,70,Verkoopboek ordermanagement,18376
VK001873,C10137,2016-06-03,598.95,70,Verkoopboek ordermanagement,18378
VK001874,C10143,2016-06-03,125.72,70,Verkoopboek ordermanagement,18380
VK001875,C10144,2016-06-03,982.52,70,Verkoopboek ordermanagement,18381
VK001876,C10147,2016-06-03,421.08,70,Verkoopboek ordermanagement,18383
VK001877,C10149,2016-06-03,141.57,70,Verkoopboek ordermanagement,18385
VK001878,C10174,2016-06-03,43.56,70,Verkoopboek ordermanagement,18387
VK001879,C10007,2016-06-10,4065.6,70,Verkoopboek ordermanagement,18389
VK001880,C10008,2016-06-10,71.87,70,Verkoopboek ordermanagement,18391
VK001881,C10013,2016-06-10,875.37,70,Verkoopboek ordermanagement,18392
VK001882,C10025,2016-06-10,169.4,70,Verkoopboek ordermanagement,18394
VK001883,C10028,2016-06-10,193.48,70,Verkoopboek ordermanagement,18396
VK001884,C10038,2016-06-10,410.19,70,Verkoopboek ordermanagement,18397
VK001885,C10045,2016-06-10,2650.26,70,Verkoopboek ordermanagement,18399
VK001886,C10053,2016-06-10,280.72,70,Verkoopboek ordermanagement,18401
VK001887,C10053,2016-06-10,1058.75,70,Verkoopboek ordermanagement,18403
VK001888,C10054,2016-06-10,121,70,Verkoopboek ordermanagement,18405
VK001889,C10057,2016-06-10,1339.47,70,Verkoopboek ordermanagement,18407
VK001890,C10061,2016-06-10,119.79,70,Verkoopboek ordermanagement,18409
VK001891,C10065,2016-06-10,58.08,70,Verkoopboek ordermanagement,18411
VK001892,C10071,2016-06-10,3379.53,70,Verkoopboek ordermanagement,18413
VK001893,C10083,2016-06-10,453.75,70,Verkoopboek ordermanagement,18415
VK001894,C10108,2016-06-10,87.12,70,Verkoopboek ordermanagement,18417
VK001895,C10111,2016-06-10,4598,70,Verkoopboek ordermanagement,18419
VK001896,C10113,2016-06-10,187.79,70,Verkoopboek ordermanagement,18421
VK001897,C10134,2016-06-10,726,70,Verkoopboek ordermanagement,18423
VK001898,C10153,2016-06-10,25.83,70,Verkoopboek ordermanagement,18425
VK001899,C10153,2016-06-10,15.13,70,Verkoopboek ordermanagement,18426
VK001900,C10155,2016-06-10,2323.2,70,Verkoopboek ordermanagement,18428
VK001901,C10163,2016-06-10,2232.45,70,Verkoopboek ordermanagement,18430
VK001902,C10177,2016-06-10,465.85,70,Verkoopboek ordermanagement,18432
VK001903,C10178,2016-06-10,10.89,70,Verkoopboek ordermanagement,18434
VK001904,C10182,2016-06-10,598.95,70,Verkoopboek ordermanagement,18436
VK001905,C10024,2016-06-17,67.76,70,Verkoopboek ordermanagement,18438
VK001906,C10068,2016-06-17,4170.87,70,Verkoopboek ordermanagement,18440
VK001907,C10185,2016-06-17,2268.75,70,Verkoopboek ordermanagement,18442
VK001908,C10010,2016-06-17,203.28,70,Verkoopboek ordermanagement,18444
VK001909,C10015,2016-06-17,2678.94,70,Verkoopboek ordermanagement,18446
VK001910,C10020,2016-06-17,359.37,70,Verkoopboek ordermanagement,18448
VK001911,C10021,2016-06-17,1669.2,70,Verkoopboek ordermanagement,18450
VK001912,C10022,2016-06-17,47.19,70,Verkoopboek ordermanagement,18452
VK001913,C10025,2016-06-17,703.01,70,Verkoopboek ordermanagement,18454
VK001914,C10031,2016-06-17,502.88,70,Verkoopboek ordermanagement,18456
VK001915,C10033,2016-06-17,2193.73,70,Verkoopboek ordermanagement,18457
VK001916,C10034,2016-06-17,7157.15,70,Verkoopboek ordermanagement,18459
VK001917,C10035,2016-06-17,152.46,70,Verkoopboek ordermanagement,18460
VK001918,C10036,2016-06-17,2119.92,70,Verkoopboek ordermanagement,18462
VK001919,C10044,2016-06-17,1684.32,70,Verkoopboek ordermanagement,18464
VK001920,C10054,2016-06-17,188.76,70,Verkoopboek ordermanagement,18466
VK001921,C10055,2016-06-17,1062.38,70,Verkoopboek ordermanagement,18468
VK001922,C10058,2016-06-17,193.6,70,Verkoopboek ordermanagement,18470
VK001923,C10062,2016-06-17,304.92,70,Verkoopboek ordermanagement,18472
VK001924,C10066,2016-06-17,264.99,70,Verkoopboek ordermanagement,18474
VK001925,C10005,2016-06-17,203.28,70,Verkoopboek ordermanagement,18476
VK001926,C10071,2016-06-17,147.62,70,Verkoopboek ordermanagement,18478
VK001927,C10078,2016-06-17,119.79,70,Verkoopboek ordermanagement,18480
VK001928,C10079,2016-06-17,359.98,70,Verkoopboek ordermanagement,18482
VK001929,C10093,2016-06-17,2752.75,70,Verkoopboek ordermanagement,18484
VK001930,C10095,2016-06-17,63.53,70,Verkoopboek ordermanagement,18486
VK001931,C10105,2016-06-17,51.67,70,Verkoopboek ordermanagement,18488
VK001932,C10110,2016-06-17,151.25,70,Verkoopboek ordermanagement,18489
VK001933,C10114,2016-06-17,188.76,70,Verkoopboek ordermanagement,18491
VK001934,C10114,2016-06-17,978.29,70,Verkoopboek ordermanagement,18493
VK001935,C10123,2016-06-17,919.54,70,Verkoopboek ordermanagement,18495
VK001936,C10126,2016-06-17,853.05,70,Verkoopboek ordermanagement,18496
VK001937,C10128,2016-06-17,4507.25,70,Verkoopboek ordermanagement,18498
VK001938,C10136,2016-06-17,127.05,70,Verkoopboek ordermanagement,18500
VK001939,C10136,2016-06-17,199.65,70,Verkoopboek ordermanagement,18502
VK001940,C10140,2016-06-17,542.08,70,Verkoopboek ordermanagement,18504
VK001941,C10141,2016-06-17,141.57,70,Verkoopboek ordermanagement,18506
VK001942,C10142,2016-06-17,271.04,70,Verkoopboek ordermanagement,18508
VK001943,C10162,2016-06-17,119.79,70,Verkoopboek ordermanagement,18510
VK001944,C10173,2016-06-17,464.64,70,Verkoopboek ordermanagement,18512
VK001945,C10174,2016-06-17,7066.4,70,Verkoopboek ordermanagement,18514
VK001946,C10183,2016-06-17,502.15,70,Verkoopboek ordermanagement,18516
VK001947,C10185,2016-06-24,904.84,70,Verkoopboek ordermanagement,18518
VK001948,C10014,2016-06-24,1131.96,70,Verkoopboek ordermanagement,18520
VK001949,C10018,2016-06-24,105.27,70,Verkoopboek ordermanagement,18522
VK001950,C10037,2016-06-24,1560.9,70,Verkoopboek ordermanagement,18524
VK001951,C10042,2016-06-24,199.65,70,Verkoopboek ordermanagement,18526
VK001952,C10046,2016-06-24,65.34,70,Verkoopboek ordermanagement,18528
VK001953,C10056,2016-06-24,1839.08,70,Verkoopboek ordermanagement,18530
VK001954,C10064,2016-06-24,3685.42,70,Verkoopboek ordermanagement,18531
VK001955,C10087,2016-06-24,2736.42,70,Verkoopboek ordermanagement,18533
VK001956,C10099,2016-06-24,300.08,70,Verkoopboek ordermanagement,18534
VK001957,C10106,2016-06-24,822.8,70,Verkoopboek ordermanagement,18536
VK001958,C10121,2016-06-24,1391.5,70,Verkoopboek ordermanagement,18537
VK001959,C10139,2016-06-24,399.3,70,Verkoopboek ordermanagement,18539
VK001960,C10141,2016-06-24,2193.73,70,Verkoopboek ordermanagement,18541
VK001961,C10147,2016-06-24,3125.43,70,Verkoopboek ordermanagement,18543
VK001962,C10151,2016-06-24,2415.16,70,Verkoopboek ordermanagement,18545
VK001963,C10181,2016-06-24,308.55,70,Verkoopboek ordermanagement,18547
VK001964,C10005,2016-07-01,179.08,70,Verkoopboek ordermanagement,19287
VK001965,C10009,2016-07-01,774.4,70,Verkoopboek ordermanagement,19289
VK001966,C10013,2016-07-01,193.6,70,Verkoopboek ordermanagement,19291
VK001967,C10017,2016-07-01,239.58,70,Verkoopboek ordermanagement,19293
VK001968,C10040,2016-07-01,3274.62,70,Verkoopboek ordermanagement,19295
VK001969,C10057,2016-07-01,671.55,70,Verkoopboek ordermanagement,19297
VK001970,C10067,2016-07-01,44.77,70,Verkoopboek ordermanagement,19299
VK001971,C10076,2016-07-01,1608.88,70,Verkoopboek ordermanagement,19301
VK001972,C10078,2016-07-01,539.66,70,Verkoopboek ordermanagement,19303
VK001973,C10103,2016-07-01,1125.3,70,Verkoopboek ordermanagement,19305
VK001974,C10108,2016-07-01,359.37,70,Verkoopboek ordermanagement,19307
VK001975,C10109,2016-07-01,509.39,70,Verkoopboek ordermanagement,19309
VK001976,C10143,2016-07-01,4404.4,70,Verkoopboek ordermanagement,19311
VK001977,C10154,2016-07-01,1992.87,70,Verkoopboek ordermanagement,19313
VK001978,C10162,2016-07-01,32.67,70,Verkoopboek ordermanagement,19315
VK001979,C10168,2016-07-01,3017.56,70,Verkoopboek ordermanagement,19317
VK001980,C10011,2016-07-08,1905.75,70,Verkoopboek ordermanagement,19319
VK001981,C10033,2016-07-08,2173.16,70,Verkoopboek ordermanagement,19321
VK001982,C10073,2016-07-08,87.12,70,Verkoopboek ordermanagement,19323
VK001983,C10076,2016-07-08,9736.87,70,Verkoopboek ordermanagement,19325
VK001984,C10077,2016-07-08,602.58,70,Verkoopboek ordermanagement,19327
VK001985,C10087,2016-07-08,47.92,70,Verkoopboek ordermanagement,19329
VK001986,C10109,2016-07-08,199.53,70,Verkoopboek ordermanagement,19330
VK001987,C10113,2016-07-08,566.28,70,Verkoopboek ordermanagement,19332
VK001988,C10114,2016-07-08,96.8,70,Verkoopboek ordermanagement,19334
VK001989,C10121,2016-07-08,905.99,70,Verkoopboek ordermanagement,19336
VK001990,C10139,2016-07-08,2322.72,70,Verkoopboek ordermanagement,19338
VK001991,C10167,2016-07-08,5248.98,70,Verkoopboek ordermanagement,19340
VK001992,C10170,2016-07-08,187.55,70,Verkoopboek ordermanagement,19342
VK001993,C10172,2016-07-08,242,70,Verkoopboek ordermanagement,19344
VK001994,C10181,2016-07-08,359.37,70,Verkoopboek ordermanagement,19346
VK001995,C10004,2016-07-15,561.44,70,Verkoopboek ordermanagement,19348
VK001996,C10007,2016-07-15,329.12,70,Verkoopboek ordermanagement,19350
VK001997,C10013,2016-07-15,6405.57,70,Verkoopboek ordermanagement,19352
VK001998,C10024,2016-07-15,145.2,70,Verkoopboek ordermanagement,19354
VK001999,C10037,2016-07-15,1527.02,70,Verkoopboek ordermanagement,19356
VK002000,C10041,2016-07-15,221.43,70,Verkoopboek ordermanagement,19358
VK002001,C10042,2016-07-15,315.21,70,Verkoopboek ordermanagement,19360
VK002002,C10044,2016-07-15,919.36,70,Verkoopboek ordermanagement,19362
VK002003,C10045,2016-07-15,3018.95,70,Verkoopboek ordermanagement,19364
VK002004,C10051,2016-07-15,14.52,70,Verkoopboek ordermanagement,19366
VK002005,C10053,2016-07-15,3968.8,70,Verkoopboek ordermanagement,19368
VK002006,C10055,2016-07-15,2210.67,70,Verkoopboek ordermanagement,19370
VK002007,C10056,2016-07-15,779.17,70,Verkoopboek ordermanagement,19372
VK002008,C10059,2016-07-15,2758.62,70,Verkoopboek ordermanagement,19374
VK002009,C10065,2016-07-15,66.55,70,Verkoopboek ordermanagement,19376
VK002010,C10066,2016-07-15,1017.61,70,Verkoopboek ordermanagement,19378
VK002011,C10070,2016-07-15,1765.7,70,Verkoopboek ordermanagement,19380
VK002012,C10071,2016-07-15,1905.75,70,Verkoopboek ordermanagement,19382
VK002013,C10092,2016-07-15,1210,70,Verkoopboek ordermanagement,19384
VK002014,C10093,2016-07-15,574.75,70,Verkoopboek ordermanagement,19386
